"danceability","energy","key"
0.67,0.679,7
0.581,0.75,10
0.543,0.939,1
0.434,0.921,0
0.207,0.348,4
0.342,0.529,7
0.475,0.559,5
0.352,0.764,7
0.371,0.886,7
0.645,0.498,7
0.515,0.536,4
0.473,0.613,2
0.476,0.692,4
0.374,0.956,11
0.404,0.34,0
0.425,0.627,7
0.69,0.553,5
0.567,0.582,9
0.43,0.139,9
0.373,0.303,9
0.358,0.387,1
0.627,0.445,9
0.472,0.654,1
0.548,0.399,11
0.409,0.376,9
0.497,0.212,11
0.274,0.996,3
0,0.999,5
0,0.998,4
0.295,0.98,6
0,0.999,7
0.34,0.998,1
0,0.909,11
0,0.909,7
0,0.902,4
0.0567,0.544,11
0,0.725,8
0.222,0.974,7
0.226,0.974,7
0,0.897,5
0,0.904,3
0.31,0.996,0
0,0.699,9
0.37,0.996,8
0.255,0.812,2
0,0.834,4
0,0.992,2
0,1,10
0,0.994,2
0,1,2
0,1,7
0,1,6
0,0.997,11
0,0.997,9
0,0.999,6
0,0.988,8
0,1,4
0,1,1
0,0.998,0
0,0.987,5
0,0.988,11
0,0.638,10
0,0.907,7
0,0.814,11
0,0.984,0
0,0.812,1
0,0.763,4
0,0.954,3
0,0.856,6
0,0.943,1
0,0.914,7
0,0.911,5
0.279,0.703,4
0,0.919,4
0,0.983,3
0,0.994,3
0.717,0.797,2
0.636,0.782,2
0.641,0.757,2
0.586,0.681,7
0.645,0.843,4
0.508,0.879,5
0.549,0.785,0
0.669,0.824,8
0.764,0.512,9
0.306,0.777,10
0.656,0.355,4
0.809,0.672,9
0.755,0.864,1
0.166,0.213,0
0.488,0.569,6
0.879,0.929,9
0.614,0.737,4
0.653,0.545,4
0.828,0.439,5
0.827,0.594,6
0.227,0.513,0
0.571,0.803,5
0.419,0.327,0
0.537,0.531,0
0.585,0.597,7
0.567,0.707,4
0.586,0.486,0
0.618,0.399,8
0.51,0.637,6
0.697,0.491,7
0.656,0.885,11
0.24,0.493,10
0.294,0.194,5
0.301,0.349,1
0.241,0.15,9
0.406,0.382,6
0.253,0.225,4
0.244,0.454,6
0.184,0.168,3
0.278,0.434,11
0.406,0.274,11
0.339,0.381,3
0.388,0.282,8
0.278,0.208,8
0.326,0.376,8
0.471,0.976,7
0.327,0.937,11
0.344,0.939,2
0.313,0.967,4
0.343,0.824,7
0.282,0.924,7
0.579,0.953,0
0.237,0.0641,7
0.418,0.047,0
0.462,0.146,0
0.455,0.0425,7
0.322,0.0786,4
0.395,0.0449,2
0.479,0.0724,2
0.415,0.056,0
0.65,0.0839,7
0.2,0.0831,0
0.448,0.0609,3
0.232,0.0674,3
0.293,0.031,0
0.328,0.156,0
0.349,0.326,0
0.215,0.179,5
0.307,0.0943,0
0.414,0.147,7
0.286,0.0987,2
0.0631,0.117,7
0.303,0.0959,5
0.402,0.131,0
0.39,0.407,0
0.176,0.0967,7
0.484,0.318,3
0.169,0.21,5
0.416,0.287,5
0.296,0.223,10
0.714,0.407,0
0.512,0.252,5
0.377,0.302,1
0.439,0.231,5
0.586,0.335,0
0.355,0.205,1
0.449,0.236,3
0.391,0.277,2
0.302,0.234,8
0.76,0.443,1
0.558,0.299,4
0.508,0.298,9
0.338,0.318,9
0.366,0.388,3
0.507,0.342,4
0.183,0.179,3
0.696,0.382,4
0.347,0.243,9
0.364,0.229,0
0.215,0.322,9
0.396,0.23,1
0.799,0.372,8
0.775,0.931,7
0.788,0.458,11
0.89,0.54,0
0.832,0.699,8
0.793,0.507,11
0.858,0.681,7
0.781,0.651,1
0.802,0.709,1
0.787,0.358,9
0.729,0.854,1
0.526,0.359,10
0.525,0.335,7
0.431,0.542,0
0.641,0.466,9
0.761,0.417,0
0.627,0.386,7
0.459,0.302,2
0.645,0.355,9
0.561,0.423,2
0.618,0.432,11
0.571,0.423,9
0.564,0.916,11
0.324,0.803,9
0.411,0.936,9
0.477,0.783,4
0.432,0.873,2
0.609,0.868,11
0.581,0.577,4
0.339,0.0885,1
0.385,0.0591,5
0.42,0.0845,3
0.356,0.0933,0
0.448,0.131,7
0.494,0.0573,10
0.502,0.0946,10
0.461,0.115,7
0.444,0.0911,8
0.415,0.0886,11
0.417,0.0305,10
0.423,0.0305,4
0.32,0.00259,4
0.272,0.0183,9
0.415,0.103,2
0.583,0.707,0
0.602,0.739,7
0.647,0.707,10
0.716,0.758,0
0.709,0.65,7
0.665,0.656,5
0.568,0.727,7
0.694,0.615,10
0.638,0.653,0
0.354,0.49,5
0.595,0.8,7
0.542,0.727,0
0.528,0.903,10
0.63,0.723,5
0.533,0.974,9
0.315,0.967,10
0.652,0.934,1
0.615,0.868,10
0.422,0.8,7
0.546,0.875,1
0.636,0.743,3
0.415,0.982,3
0.625,0.901,8
0.412,0.935,1
0.403,0.96,10
0.477,0.927,11
0.414,0.832,1
0.794,0.962,10
0.787,0.51,2
0.765,0.851,1
0.809,0.428,10
0.702,0.599,5
0.668,0.673,11
0.928,0.418,0
0.777,0.404,4
0.676,0.454,11
0.539,0.189,4
0.481,0.936,2
0.354,0.941,4
0.547,0.854,5
0.292,0.923,2
0.246,0.852,0
0.462,0.709,7
0.468,0.951,10
0.377,0.77,2
0.431,0.924,2
0.262,0.789,4
0.469,0.937,4
0.431,0.822,9
0.632,0.666,9
0.626,0.591,0
0.69,0.597,2
0.465,0.455,0
0.512,0.482,4
0.695,0.73,11
0.623,0.536,2
0.724,0.596,7
0.572,0.465,7
0.535,0.673,9
0.637,0.709,11
0.673,0.727,6
0.606,0.67,7
0.673,0.663,7
0.548,0.6,9
0.666,0.602,2
0.327,0.607,4
0.385,0.728,10
0.608,0.551,4
0.665,0.439,11
0.537,0.465,2
0.672,0.539,11
0.647,0.486,7
0.739,0.566,7
0.459,0.575,9
0.682,0.527,2
0.525,0.334,2
0.437,0.485,0
0.612,0.595,0
0.502,0.387,5
0.572,0.798,2
0.34,0.494,2
0.671,0.488,0
0.48,0.479,0
0.433,0.189,9
0.603,0.55,7
0.526,0.726,4
0.615,0.527,7
0.605,0.656,9
0.714,0.781,0
0.619,0.9,9
0.576,0.639,0
0.69,0.699,1
0.549,0.458,7
0.552,0.386,7
0.58,0.527,10
0.634,0.697,6
0.648,0.38,3
0.557,0.809,4
0.627,0.761,11
0.608,0.804,4
0.52,0.702,2
0.585,0.385,9
0.702,0.654,10
0.651,0.552,11
0.49,0.645,1
0.401,0.576,2
0.487,0.727,9
0.614,0.885,7
0.498,0.656,1
0.414,0.635,1
0.609,0.71,5
0.548,0.68,9
0.537,0.805,5
0.568,0.9,11
0.629,0.397,1
0.631,0.734,10
0.614,0.713,9
0.407,0.498,7
0.471,0.472,4
0.664,0.675,0
0.672,0.526,8
0.829,0.923,4
0.864,0.876,1
0.594,0.421,11
0.703,0.423,0
0.63,0.324,2
0.566,0.302,0
0.661,0.59,0
0.603,0.316,7
0.474,0.189,0
0.451,0.424,9
0.654,0.286,5
0.632,0.449,5
0.669,0.718,9
0.604,0.471,3
0.627,0.264,0
0.557,0.43,6
0.467,0.56,7
0.721,0.469,8
0.691,0.299,7
0.528,0.539,10
0.702,0.235,5
0.469,0.233,0
0.591,0.695,7
0.513,0.454,0
0.366,0.165,7
0.172,0.505,6
0.337,0.191,7
0.278,0.353,7
0.307,0.329,6
0.306,0.401,11
0.291,0.41,6
0.351,0.313,8
0.294,0.389,8
0.248,0.402,8
0.262,0.385,1
0.331,0.325,9
0.316,0.333,9
0.379,0.234,4
0.283,0.318,9
0.496,0.227,3
0.78,0.822,0
0.915,0.653,7
0.781,0.929,7
0.918,0.741,11
0.742,0.928,1
0.96,0.799,4
0.653,0.661,6
0.775,0.6,6
0.706,0.826,6
0.816,0.456,10
0.861,0.811,7
0.859,0.813,1
0.787,0.808,5
0.826,0.641,0
0.651,0.738,0
0.69,0.633,2
0.666,0.335,2
0.559,0.375,7
0.685,0.534,7
0.592,0.229,2
0.663,0.671,2
0.752,0.371,4
0.654,0.352,0
0.363,0.52,2
0.366,0.219,7
0.516,0.558,7
0.623,0.577,11
0.437,0.665,0
0.612,0.734,0
0.369,0.63,0
0.546,0.691,0
0.129,0.0139,7
0.572,0.536,0
0.368,0.515,9
0.651,0.383,7
0.347,0.117,4
0.595,0.601,0
0.547,0.432,4
0.371,0.548,11
0.322,0.0788,4
0.325,0.0526,7
0.17,0.0157,3
0.257,0.0566,5
0.0902,0.0153,11
0.0727,0.00366,8
0.166,0.000452,9
0.155,0.049,11
0.0735,0.0058,3
0.196,0.0877,11
0.163,0.0332,7
0.0739,0.00474,10
0.0916,0.000971,2
0.312,0.00659,2
0.181,0.00197,2
0.379,0.023,2
0.292,0.0129,2
0.272,0.00336,5
0.308,0.00383,2
0.716,0.631,2
0.426,0.296,7
0.507,0.386,4
0.443,0.423,7
0.522,0.457,2
0.391,0.385,4
0.597,0.502,2
0.515,0.434,2
0.912,0.405,4
0.532,0.508,4
0.507,0.553,4
0.691,0.354,2
0.703,0.488,9
0.621,0.51,0
0.841,0.456,2
0.652,0.515,2
0.697,0.46,4
0.469,0.475,7
0.73,0.405,2
0.359,0.575,2
0.437,0.815,11
0.488,0.716,8
0.261,0.462,11
0.548,0.854,11
0.443,0.31,5
0.382,0.6,10
0.559,0.803,7
0.547,0.937,2
0.489,0.893,9
0.643,0.596,11
0.47,0.911,9
0.349,0.908,2
0.352,0.66,9
0.639,0.765,7
0.557,0.615,2
0.533,0.0958,1
0.577,0.888,4
0.592,0.762,4
0.615,0.593,7
0.431,0.887,9
0.437,0.608,2
0.536,0.789,9
0.597,0.924,2
0.58,0.792,9
0.458,0.645,4
0.635,0.807,0
0.698,0.869,9
0.633,0.799,4
0.69,0.817,7
0.675,0.873,11
0.736,0.522,4
0.48,0.611,9
0,0.126,8
0.556,0.75,7
0.678,0.74,4
0.647,0.813,7
0.274,0.723,4
0.625,0.169,11
0.589,0.663,7
0.314,0.00894,0
0.707,0.0653,9
0.867,0.15,5
0.791,0.0127,6
0.735,0.0453,0
0.725,0.0604,7
0.689,0.0404,5
0.647,0.0419,0
0.666,0.0324,8
0.714,0.167,1
0.689,0.0376,6
0.708,0.133,2
0.626,0.069,9
0.699,0.0429,5
0.627,0.0354,7
0.674,0.0226,9
0.729,0.0315,9
0.743,0.0412,4
0.693,0.0883,4
0.688,0.0955,8
0.656,0.778,10
0.793,0.817,1
0.611,0.922,5
0.51,0.891,1
0.723,0.889,6
0.75,0.665,2
0.571,0.853,10
0.512,0.858,5
0.669,0.883,3
0.53,0.95,4
0.721,0.969,7
0.698,0.869,1
0.759,0.837,2
0.59,0.911,2
0.743,0.881,1
0.486,0.985,11
0.708,0.79,0
0.696,0.817,6
0.799,0.714,1
0.719,0.607,9
0.75,0.534,8
0.798,0.707,10
0.781,0.36,3
0.813,0.576,1
0.76,0.799,1
0.672,0.783,10
0.666,0.268,11
0.755,0.596,0
0.791,0.994,10
0.448,0.844,7
0.45,0.898,7
0.422,0.915,0
0.443,0.662,7
0.254,0.982,9
0.318,0.872,8
0.337,0.517,0
0.446,0.898,5
0.329,0.735,7
0.564,0.9,11
0.458,0.582,7
0.578,0.47,2
0.662,0.565,7
0.534,0.247,2
0.38,0.268,7
0.718,0.208,0
0.753,0.833,7
0.523,0.676,7
0.595,0.689,2
0.639,0.783,7
0.661,0.659,1
0.637,0.904,4
0.727,0.93,7
0.535,0.707,3
0.74,0.822,7
0.609,0.732,7
0.706,0.801,7
0.502,0.389,0
0.393,0.598,0
0.503,0.242,0
0.434,0.292,2
0.66,0.374,0
0.351,0.287,6
0.439,0.413,5
0.687,0.26,0
0.508,0.364,9
0.618,0.255,10
0.522,0.659,9
0.712,0.269,5
0.548,0.572,7
0.663,0.357,8
0.564,0.256,7
0.466,0.471,0
0.577,0.275,0
0.622,0.168,10
0.567,0.261,0
0.532,0.313,7
0.522,0.319,7
0.501,0.414,7
0.507,0.535,11
0.463,0.403,7
0.442,0.402,4
0.614,0.292,2
0.792,0.346,9
0.491,0.232,2
0.527,0.219,9
0.271,0.307,2
0.228,0.0142,0
0.267,0.252,0
0.57,0.317,9
0.503,0.44,4
0.269,0.218,7
0.332,0.089,0
0.367,0.31,4
0.725,0.212,3
0.458,0.433,0
0.692,0.304,7
0.771,0.00826,2
0.63,0.24,2
0.472,0.0671,2
0.474,0.534,9
0.529,0.301,0
0.609,0.436,7
0.457,0.106,0
0.121,0.0447,7
0.353,0.0579,7
0.353,0.277,0
0.6,0.358,10
0.365,0.192,4
0.521,0.548,7
0.6,0.215,7
0.524,0.477,0
0.486,0.139,4
0.436,0.295,2
0.369,0.238,2
0.464,0.268,11
0.711,0.744,6
0.615,0.53,6
0.431,0.128,2
0.523,0.0491,7
0.207,0.0557,0
0.454,0.159,7
0.291,0.0645,2
0.111,0.0597,9
0.565,0.0669,2
0.354,0.276,2
0.301,0.0672,10
0.0944,0.062,10
0.477,0.0341,3
0.497,0.244,3
0.901,0.328,8
0.81,0.532,10
0.811,0.618,6
0.941,0.351,1
0.99,0.292,10
0.757,0.6,2
0.598,0.163,9
0.879,0.578,6
0.903,0.371,8
0.63,0.628,7
0.54,0.84,2
0.593,0.707,3
0.448,0.725,2
0.555,0.953,4
0.562,0.747,5
0.518,0.594,0
0.516,0.769,3
0.625,0.754,9
0.701,0.936,7
0.515,0.715,1
0.4,0.903,10
0.477,0.244,4
0.0957,0.146,0
0.222,0.0838,7
0.213,0.039,2
0.168,0.0113,8
0.147,0.0942,3
0.144,0.012,7
0.175,0.0593,4
0.156,0.074,2
0.201,0.0097,10
0.0846,0.0558,5
0.213,0.00682,5
0.142,0.015,6
0.108,0.0556,2
0.0802,0.0632,3
0.189,0.0856,7
0.213,0.0389,2
0.0875,0.107,7
0.149,0.00646,1
0.438,0.544,9
0.48,0.509,9
0.462,0.424,9
0.353,0.495,9
0.417,0.615,2
0.428,0.586,9
0.145,0.224,1
0.35,0.153,1
0.409,0.282,5
0.389,0.117,1
0.419,0.547,1
0.37,0.0991,1
0.285,0.377,10
0.327,0.158,6
0.456,0.235,1
0.457,0.116,5
0.47,0.509,0
0.276,0.149,1
0.349,0.167,0
0.363,0.27,5
0.114,0.0952,1
0.15,0.397,5
0.186,0.265,5
0.547,0.724,9
0.535,0.653,11
0.487,0.561,7
0.525,0.564,2
0.49,0.586,4
0.594,0.251,4
0.508,0.663,7
0.504,0.719,7
0.719,0.619,7
0.462,0.937,5
0.535,0.864,0
0.41,0.372,2
0.781,0.667,4
0.704,0.52,2
0.568,0.502,4
0.537,0.201,11
0.722,0.817,0
0.645,0.58,9
0.62,0.633,2
0.728,0.599,7
0.604,0.519,11
0.775,0.333,7
0.766,0.67,11
0.617,0.135,2
0.547,0.732,2
0.538,0.814,11
0.341,0.791,3
0.306,0.6,8
0.475,0.816,5
0.482,0.959,7
0.41,0.829,5
0.49,0.919,4
0.417,0.948,11
0.353,0.8,9
0.471,0.802,9
0.334,0.54,6
0.218,0.143,6
0.255,0.409,6
0.307,0.229,8
0.452,0.274,6
0.277,0.12,11
0.345,0.326,11
0.211,0.276,11
0.246,0.158,0
0.287,0.483,0
0.269,0.194,4
0.289,0.232,9
0.259,0.265,9
0.345,0.411,9
0.463,0.0396,5
0.275,0.0146,5
0.288,0.0011,0
0.358,0.0626,7
0.389,0.0943,11
0.434,0.135,3
0.238,0.00776,0
0.292,0.132,1
0.318,0.102,8
0.164,0.00402,9
0.287,0.043,2
0.43,0.058,4
0.3,0.13,3
0.462,0.141,9
0.521,0.00357,3
0.315,0.0891,7
0.473,0.161,7
0.254,0.335,4
0.311,0.985,2
0.311,0.956,2
0.267,0.951,4
0.332,0.415,4
0.395,0.956,4
0.348,0.976,4
0.272,0.932,11
0.364,0.967,2
0.28,0.965,4
0.242,0.871,4
0.361,0.891,9
0.432,0.895,4
0.725,0.491,11
0.38,0.751,4
0.145,0.24,3
0.132,0.0552,8
0.0784,0.125,1
0.123,0.00299,10
0.0675,0.159,1
0.158,0.0481,1
0.0937,0.147,1
0.0638,0.0486,8
0.432,0.0862,1
0.291,0.0572,5
0.414,0.0838,3
0.356,0.0933,0
0.424,0.134,7
0.489,0.0592,10
0.491,0.0919,10
0.448,0.112,7
0.431,0.156,8
0.493,0.0946,11
0.335,0.0307,10
0.375,0.0304,4
0.382,0.00279,4
0.375,0.0183,9
0.39,0.102,2
0.246,0.837,9
0.237,0.843,9
0.541,0.632,9
0.421,0.903,5
0.307,0.847,9
0.185,0.772,9
0.483,0.823,5
0.531,0.538,2
0.295,0.736,2
0.634,0.63,2
0.259,0.914,4
0.375,0.839,8
0.534,0.827,9
0.389,0.527,11
0.228,0.814,9
0.406,0.788,11
0.552,0.839,5
0.238,0.987,4
0.314,0.986,2
0.172,0.984,7
0.216,0.967,4
0.225,0.253,9
0.332,0.955,5
0.212,0.952,11
0.102,0.986,2
0.273,0.968,2
0.211,0.927,4
0.0673,0.248,5
0.0634,0.117,3
0.072,0.122,1
0.0693,0.182,6
0.072,0.0223,8
0.0969,0.048,8
0.0676,0.114,1
0.509,0.596,11
0.681,0.693,9
0.54,0.664,9
0.284,0.719,11
0.347,0.719,9
0.474,0.758,9
0.552,0.72,2
0.514,0.665,5
0.552,0.547,3
0.576,0.529,5
0.112,0.68,5
0.342,0.539,11
0.363,0.855,6
0.657,0.61,7
0.253,0.543,9
0.281,0.713,9
0.435,0.634,2
0.42,0.612,4
0.364,0.583,2
0.55,0.439,0
0.457,0.246,9
0.177,0.168,4
0.154,0.0947,8
0.146,0.527,4
0.0646,0.128,4
0.0588,0.0574,3
0.0606,0.245,11
0.0608,0.18,4
0.849,0.427,7
0.815,0.631,1
0.314,0.756,9
0.337,0.68,10
0.159,0.72,0
0.34,0.555,4
0.266,0.917,4
0.243,0.338,7
0.587,0.858,0
0.633,0.681,7
0.446,0.905,2
0.469,0.482,1
0.53,0.747,9
0.614,0.885,7
0.698,0.268,5
0.531,0.908,4
0.647,0.916,9
0.585,0.827,9
0.619,0.953,9
0.661,0.82,9
0.705,0.833,10
0.749,0.467,0
0.232,0.944,1
0.758,0.619,11
0.477,0.656,2
0.631,0.845,11
0.762,0.686,10
0.549,0.994,2
0.423,0.989,9
0.268,0.218,9
0.0583,0.00143,7
0.143,0.135,0
0.173,0.00846,7
0.259,0.00922,3
0.361,0.194,7
0.294,0.0104,4
0.248,0.121,3
0.492,0.39,5
0.432,0.924,7
0.197,0.0405,1
0.258,0.153,8
0.293,0.662,1
0.273,0.271,7
0.261,0.897,0
0.346,0.951,9
0,0.0115,1
0.36,0.147,0
0.0863,0.0995,2
0.385,0.331,10
0.691,0.748,0
0.67,0.889,4
0.623,0.698,2
0.451,0.6,0
0.411,0.308,5
0.484,0.306,7
0.615,0.387,4
0.412,0.44,2
0.756,0.69,0
0.672,0.728,4
0.715,0.881,7
0.56,0.411,4
0.583,0.269,7
0.661,0.689,9
0.593,0.663,6
0.672,0.735,7
0.284,0.351,9
0.63,0.543,9
0.642,0.833,6
0.637,0.966,9
0.629,0.969,9
0.647,0.975,9
0.781,0.987,9
0.791,0.996,9
0.864,0.318,9
0.807,0.657,1
0.809,0.582,6
0.813,0.523,2
0.612,0.725,2
0.423,0.868,4
0.639,0.68,2
0.676,0.854,10
0.547,0.851,10
0.376,0.578,9
0.405,0.728,0
0.633,0.809,10
0.494,0.918,11
0.505,0.897,0
0.509,0.827,2
0.552,0.755,2
0.594,0.696,2
0.465,0.843,7
0.609,0.499,2
0.641,0.51,11
0.668,0.526,5
0.693,0.453,0
0.61,0.429,7
0.65,0.536,2
0.74,0.396,0
0.625,0.33,0
0.537,0.425,9
0.595,0.448,11
0.509,0.622,9
0.471,0.296,10
0.495,0.324,2
0.653,0.623,0
0.236,0.243,11
0.629,0.379,2
0.76,0.643,4
0.855,0.538,6
0.843,0.473,0
0.596,0.276,5
0.71,0.608,11
0.317,0.164,2
0.294,0.245,11
0.852,0.888,9
0.83,0.837,0
0.717,0.442,6
0.828,0.565,0
0.84,0.705,8
0.811,0.726,1
0.887,0.378,11
0.804,0.508,7
0.856,0.453,11
0.805,0.57,7
0.809,0.488,3
0.81,0.62,6
0.803,0.69,1
0.791,0.538,7
0.77,0.538,7
0.666,0.653,7
0.663,0.703,2
0.622,0.687,4
0.81,0.732,3
0.82,0.65,0
0.848,0.709,4
0.897,0.82,4
0.847,0.599,3
0.782,0.697,6
0.799,0.802,8
0.82,0.763,7
0.727,0.737,0
0.813,0.606,7
0.84,0.647,7
0.722,0.754,2
0.82,0.621,7
0.657,0.651,0
0.364,0.159,1
0.519,0.162,8
0.319,0.103,1
0.245,0.126,1
0.335,0.15,1
0.388,0.124,9
0.127,0.0664,6
0.559,0.206,1
0.536,0.145,9
0.431,0.147,1
0.243,0.0562,6
0.447,0.218,1
0.148,0.0806,1
0.301,0.909,9
0.213,0.918,9
0.151,0.951,2
0.229,0.896,9
0.155,0.985,7
0.135,0.988,11
0.243,0.937,9
0.198,0.91,9
0.202,0.825,2
0.268,0.888,0
0.606,0.105,1
0.757,0.546,8
0.643,0.49,4
0.815,0.413,1
0.784,0.807,1
0.636,0.801,7
0.566,0.534,0
0.731,0.689,3
0.84,0.612,9
0.712,0.615,11
0.816,0.489,5
0.586,0.889,4
0.447,0.821,7
0.791,0.678,8
0.16,0.436,0
0.516,0.753,9
0.46,0.532,2
0.53,0.589,5
0.474,0.899,7
0.625,0.669,2
0.556,0.737,2
0.551,0.591,4
0.549,0.879,2
0.394,0.595,9
0.54,0.516,4
0.411,0.327,4
0.394,0.34,1
0.381,0.723,5
0.345,0.82,11
0.305,0.702,0
0.42,0.887,11
0.317,0.501,9
0.582,0.528,9
0.5,0.42,7
0.563,0.496,2
0.487,0.41,0
0.519,0.371,7
0.689,0.391,8
0.567,0.546,5
0.257,0.123,7
0.611,0.406,8
0.525,0.374,5
0.652,0.422,0
0.614,0.535,9
0.555,0.455,4
0.438,0.186,0
0.56,0.705,2
0.82,0.631,5
0.671,0.815,9
0.726,0.914,5
0.765,0.617,1
0.826,0.892,7
0.775,0.587,11
0.581,0.662,2
0.492,0.762,8
0.751,0.809,7
0.902,0.78,6
0.676,0.682,9
0.452,0.718,5
0.4,1,11
0.299,0.992,10
0.564,0.917,11
0,0.817,1
0.288,0.913,1
0.103,0.817,6
0.394,0.0611,7
0.317,0.0189,0
0.428,0.0222,5
0.488,0.136,0
0.432,0.0902,2
0.141,0.037,11
0.408,0.0617,11
0.508,0.137,2
0.423,0.131,5
0.141,0.0213,3
0.511,0.0311,10
0.492,0.0797,5
0.184,0.165,4
0.352,0.142,5
0.54,0.181,4
0.335,0.0534,8
0.366,0.0259,5
0.509,0.153,9
0.383,0.131,5
0.573,0.251,10
0.29,0.0545,7
0.363,0.124,7
0.287,0.161,10
0.226,0.00608,7
0.424,0.0341,9
0.253,0.083,6
0.208,0.0823,6
0.426,0.0539,11
0.487,0.265,3
0.265,0.11,1
0.385,0.192,1
0.344,0.401,8
0.318,0.218,8
0.258,0.384,8
0.392,0.308,6
0.309,0.161,2
0.266,0.434,9
0.324,0.22,6
0.332,0.297,4
0.349,0.312,11
0.298,0.422,1
0.373,0.176,8
0.264,0.295,3
0.253,0.204,8
0.357,0.413,8
0.752,0.453,4
0.742,0.374,1
0.496,0.284,9
0.792,0.226,11
0.431,0.321,7
0.337,0.361,11
0.701,0.248,11
0.472,0.17,5
0.486,0.259,5
0.465,0.194,0
0.516,0.284,7
0.408,0.292,2
0.526,0.741,2
0.478,0.387,1
0.474,0.127,10
0.74,0.6,9
0.625,0.316,9
0.648,0.588,7
0.546,0.561,5
0.532,0.755,6
0.125,0.274,7
0.281,0.377,4
0.793,0.762,11
0.434,0.754,7
0.786,0.494,4
0.749,0.684,7
0.774,0.656,11
0.805,0.658,4
0.757,0.692,4
0.81,0.546,7
0.802,0.775,11
0.705,0.541,4
0.799,0.706,1
0.808,0.725,10
0.685,0.597,8
0.804,0.545,3
0.699,0.517,6
0.83,0.492,7
0.738,0.68,10
0.441,0.772,7
0.488,0.912,9
0.355,0.824,2
0.295,0.641,11
0.345,0.856,4
0.476,0.608,2
0.375,0.151,4
0.442,0.0423,9
0.374,0.402,6
0.414,0.155,11
0.215,0.038,8
0.274,0.136,4
0.336,0.158,6
0.347,0.131,1
0.277,0.135,9
0.561,0.212,11
0.578,0.254,11
0.2,0.275,6
0.345,0.234,6
0.218,0.0284,11
0.322,0.0879,2
0.483,0.255,9
0.234,0.247,6
0.3,0.112,1
0.262,0.0267,5
0.395,0.114,10
0.321,0.0446,6
0.526,0.139,1
0.166,0.0997,1
0.27,0.229,1
0.239,0.0819,8
0.232,0.0714,8
0.189,0.218,1
0.215,0.101,1
0.334,0.302,1
0.209,0.225,11
0.364,0.0348,6
0.413,0.0312,2
0.374,0.0958,11
0.479,0.0646,6
0.523,0.0485,11
0.302,0.197,11
0.341,0.208,1
0.564,0.0864,10
0.365,0.124,3
0.537,0.189,1
0.392,0.0921,8
0.521,0.0319,10
0.15,0.211,10
0.571,0.79,7
0.738,0.695,1
0.779,0.465,1
0.704,0.522,4
0.789,0.487,0
0.539,0.602,7
0.737,0.604,1
0.674,0.555,10
0.814,0.966,4
0.53,0.549,9
0.536,0.617,5
0.338,0.00703,11
0.359,0.0241,8
0.271,0.037,2
0.358,0.0206,3
0.258,0.0608,3
0.393,0.00459,5
0.34,0.0263,8
0.467,0.0973,6
0.318,0.0684,8
0.419,0.00724,7
0.382,0.0624,2
0.269,0.0182,2
0.496,0.947,7
0.463,0.931,7
0.478,0.867,9
0.418,0.602,7
0.266,0.978,2
0.41,0.926,0
0.247,0.977,5
0.397,0.52,7
0.284,0.979,11
0.293,0.957,9
0.28,0.902,8
0.592,0.952,6
0.417,0.996,8
0.594,0.177,7
0.516,0.302,5
0.58,0.231,7
0.579,0.2,3
0.587,0.277,0
0.554,0.183,8
0.466,0.212,4
0.639,0.393,7
0.489,0.264,7
0.616,0.218,2
0.421,0.196,7
0.684,0.258,3
0.584,0.275,7
0.465,0.453,6
0.516,0.175,7
0.591,0.174,4
0.676,0.357,7
0.504,0.444,2
0.611,0.522,6
0.679,0.348,9
0.675,0.651,0
0.591,0.471,2
0.655,0.292,2
0.7,0.398,4
0.754,0.583,2
0.685,0.473,4
0.754,0.564,0
0.834,0.273,9
0.54,0.609,6
0.644,0.654,1
0.875,0.737,8
0.661,0.707,6
0.783,0.733,9
0.849,0.555,5
0.739,0.707,1
0.91,0.782,7
0.875,0.824,7
0.901,0.909,1
0.754,0.739,1
0.768,0.942,1
0.836,0.679,4
0.902,0.722,0
0.646,0.757,11
0.757,0.613,11
0.765,0.831,1
0.759,0.981,5
0.874,0.678,11
0.419,0.804,0
0.509,0.646,2
0.299,0.568,0
0.268,0.481,0
0.718,0.568,9
0.632,0.825,7
0.508,0.608,9
0.611,0.336,7
0.713,0.686,0
0.485,0.592,7
0.426,0.672,10
0.347,0.619,9
0.368,0.727,11
0.647,0.476,7
0.589,0.62,7
0.341,0.484,7
0.167,0.604,10
0.212,0.637,2
0.341,0.439,0
0.553,0.44,9
0.633,0.523,7
0.291,0.673,9
0.705,0.596,11
0.366,0.00175,9
0.511,0.102,2
0.422,0.0555,0
0.438,0.0375,8
0.302,0.012,1
0.23,0.0234,0
0.315,0.156,5
0.366,0.0637,9
0.363,0.0418,7
0.3,0.0198,7
0.427,0.00737,2
0.488,0.0844,9
0.0784,0.0259,11
0.25,0.0268,2
0.114,0.0922,6
0.457,0.305,2
0.263,0.131,2
0.324,0.0481,9
0.232,0.182,2
0.323,0.026,7
0.105,0.0413,11
0.252,0.0306,11
0.321,0.0387,2
0.287,0.235,2
0.239,0.131,2
0.275,0.266,2
0.314,0.0999,7
0.165,0.0367,11
0.177,0.0321,0
0.484,0.244,2
0.257,0.0426,9
0.101,0.0579,6
0.366,0.262,2
0.227,0.195,2
0.306,0.266,2
0.162,0.0152,11
0.321,0.265,2
